Hour,Weekday,Month,NumVehicles,RoadClass,RoadSurface,LightConditions,WeatherConditions,VehicleType,CasualtySeverity
23,7,10,6,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,2,10,2,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,4,10,2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,6,10,5,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,3,11,2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,3,11,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
17,2,11,1,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
17,3,11,1,B,Dry,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
17,6,11,3,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,2,11,2,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
16,2,12,2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,2,12,2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,2,12,2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
21,7,12,3,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,3,12,5,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,3,12,5,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,3,12,5,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
16,4,12,2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,4,12,2,A,Dry,Darkness: street lights present and lit,Fine without high winds,Car,Slight
1,1,10,2,Unclassified,Flood (surface water over 3cm deep),Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,1,12,3,Motorway,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Serious
0,7,12,2,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Serious
1,7,2,1,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
1,7,2,1,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
1,7,2,1,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,1,12,3,Motorway,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,5,1,2,B,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,6,1,1,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,6,1,1,Unclassified,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,6,1,1,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
21,6,1,1,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
19,2,12,2,A,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,1,12,2,A(M),Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,5,12,1,Unclassified,Snow,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
19,1,1,2,Unclassified,Snow,Darkness: street lights present and lit,Fine without high winds,Car,Slight
3,6,12,1,Unclassified,Snow,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
3,6,12,1,Unclassified,Snow,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
18,5,12,2,B,Snow,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,5,12,2,B,Snow,Darkness: street lights present and lit,Fine without high winds,Car,Slight
2,7,1,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
3,6,1,1,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
0,4,1,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Serious
18,4,1,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
1,6,9,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
0,1,11,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
22,5,12,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
20,3,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
0,7,1,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
1,2,1,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
1,6,2,3,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
2,6,4,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
18,2,11,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
23,1,12,1,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
20,5,1,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
0,4,10,2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
19,6,11,8,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
2,7,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Serious
2,7,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Serious
2,7,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Serious
2,7,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Serious
2,6,6,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
1,1,11,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
23,5,11,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Serious
22,1,12,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Serious
3,6,1,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
3,6,1,1,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
3,6,1,1,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,2,2,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,3,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,3,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,2,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,2,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,2,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
23,2,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
0,2,5,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
1,2,7,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
1,2,7,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
3,7,8,2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
3,1,8,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
23,2,10,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,2,10,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,2,10,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
20,5,11,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
20,5,11,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,4,11,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,3,11,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
16,3,11,1,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
20,4,11,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
20,4,11,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
5,4,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,6,12,3,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
15,3,12,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Taxi/Private hire car,Slight
15,3,12,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,1,12,1,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,1,12,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,4,12,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,5,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,5,3,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,5,8,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,5,8,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
4,6,8,2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,1,2,2,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,1,2,3,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
3,1,6,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,7,9,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,7,9,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,7,9,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,7,9,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
2,6,1,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,3,1,3,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,4,1,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,4,1,3,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
5,7,1,1,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,6,1,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,6,1,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,7,1,3,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,7,1,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,7,2,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,7,2,2,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,5,3,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,2,3,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
19,2,3,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,2,3,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,2,3,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
21,2,10,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
22,4,10,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,2,11,2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
17,2,11,2,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,3,11,1,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
6,5,12,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,5,12,1,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
23,6,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,6,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
23,6,12,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
18,5,1,2,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
19,6,1,3,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
6,2,1,3,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
20,5,1,2,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Car,Slight
